id,origin,obs_date,sps_comm,sps,reg_id,taxon,author,lon,lat,region_long,region,status (native/alien/IAS),comments
242369318,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,602,Plantae,,2.572474957,51.09117508,Belgium,Belgium,alien,
242374323,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,603,Plantae,,2.57334733,51.09124756,Belgium,Belgium,alien,
242374352,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,604,Plantae,,2.573289156,51.09172058,Belgium,Belgium,alien,
242374354,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,605,Plantae,,2.573050737,51.09167862,Belgium,Belgium,alien,
242321825,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,606,Plantae,,2.561513424,51.07756042,Belgium,Belgium,alien,
242369308,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,607,Plantae,,2.572603226,51.09022141,Belgium,Belgium,alien,
242321823,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,608,Plantae,,2.561818123,51.07771683,Belgium,Belgium,alien,
242369312,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,609,Plantae,,2.572208405,51.09041214,Belgium,Belgium,alien,
242369317,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,610,Plantae,,2.572788239,51.09104156,Belgium,Belgium,alien,
242321857,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,611,Plantae,,2.560078859,51.07709885,Belgium,Belgium,alien,
242374329,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,612,Plantae,,2.573304415,51.09132767,Belgium,Belgium,alien,
242321836,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,613,Plantae,,2.561467648,51.077232360000004,Belgium,Belgium,alien,
242369323,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,614,Plantae,,2.572383404,51.09178162,Belgium,Belgium,alien,
242374348,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,615,Plantae,,2.573202848,51.09157944,Belgium,Belgium,alien,
242374351,ObsMapp,2022-05-21,Teunisbloem spec.,Oenothera spec.,616,Plantae,,2.573204994,51.0916214,Belgium,Belgium,alien,
242365703,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,617,Plantae,,2.575077534,51.089077,Belgium,Belgium,alien,
242365702,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,618,Plantae,,2.575261116,51.08900833,Belgium,Belgium,alien,
242365764,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,619,Plantae,,2.573195219,51.09249496,Belgium,Belgium,alien,
242365705,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,620,Plantae,,2.574983835,51.08912659,Belgium,Belgium,alien,
242405026,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,621,Plantae,,2.575354576,51.08900452,Belgium,Belgium,alien,
242374244,ObsMapp,2022-05-21,Zwarte balsempopulier,Populus trichocarpa,622,Plantae,,2.5753684040000002,51.08901215,Belgium,Belgium,alien,
242365682,ObsMapp,2022-05-21,Boogmispel,Cotoneaster sternianus,623,Plantae,,2.576674461,51.08937073,Belgium,Belgium,alien,
242369269,ObsMapp,2022-05-21,Boogmispel,Cotoneaster sternianus,624,Plantae,,2.576709986,51.08934021,Belgium,Belgium,alien,
242321906,ObsMapp,2022-05-21,Basterdhyacint,Hyacinthoides x massartiana (H. non-scripta x hispanica),625,Plantae,,2.555718184,51.07717133,Belgium,Belgium,alien,
242321987,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,626,Plantae,,2.56067276,51.07711792,Belgium,Belgium,alien,
242321850,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,627,Plantae,,2.560657024,51.07707977,Belgium,Belgium,alien,
242321851,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,628,Plantae,,2.560649395,51.07707214,Belgium,Belgium,alien,
242321852,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,629,Plantae,,2.560649395,51.07707214,Belgium,Belgium,alien,
242321853,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,630,Plantae,,2.560631275,51.07704926,Belgium,Belgium,alien,
242321854,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,631,Plantae,,2.560631275,51.07704926,Belgium,Belgium,alien,
242321855,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,632,Plantae,,2.560651302,51.07705307,Belgium,Belgium,alien,
242321856,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,633,Plantae,,2.560698271,51.07710266,Belgium,Belgium,alien,
242321981,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,634,Plantae,,2.560749292,51.07712555,Belgium,Belgium,alien,
242321983,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,635,Plantae,,2.560719967,51.07709122,Belgium,Belgium,alien,
242321984,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,636,Plantae,,2.560697317,51.07708359,Belgium,Belgium,alien,
242321985,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,637,Plantae,,2.560690403,51.07708359,Belgium,Belgium,alien,
242321849,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,638,Plantae,,2.56067276,51.07707977,Belgium,Belgium,alien,
242321988,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,639,Plantae,,2.56067276,51.07711792,Belgium,Belgium,alien,
242321990,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,640,Plantae,,2.560716152,51.07712936,Belgium,Belgium,alien,
242321991,ObsMapp,2022-05-21,Gewone robinia,Robinia pseudoacacia,641,Plantae,,2.560670376,51.07709885,Belgium,Belgium,alien,
242315974,ObsIdentify,2022-05-21,Gewone robinia,Robinia pseudoacacia,642,Plantae,,2.5607203,51.0770559,Belgium,Belgium,alien,
242316262,ObsIdentify,2022-05-21,Gewone robinia,Robinia pseudoacacia,643,Plantae,,2.5606605,51.0770505,Belgium,Belgium,alien,
242316346,ObsIdentify,2022-05-21,Gewone robinia,Robinia pseudoacacia,644,Plantae,,2.560555975,51.07702769,Belgium,Belgium,alien,
242405095,ObsMapp,2022-05-21,Steeneik,Quercus ilex,645,Plantae,,2.573246002,51.09137344,Belgium,Belgium,alien,
242375195,ObsMapp,2022-05-21,Steeneik,Quercus ilex,646,Plantae,,2.573512316,51.09273529,Belgium,Belgium,alien,
242405147,ObsMapp,2022-05-21,Steeneik,Quercus ilex,647,Plantae,,2.562445164,51.07771683,Belgium,Belgium,alien,
242369367,ObsMapp,2022-05-21,Steeneik,Quercus ilex,648,Plantae,,2.562463284,51.07768631,Belgium,Belgium,alien,
242405024,ObsMapp,2022-05-21,Franchets cotoneaster,Cotoneaster franchetii,649,Plantae,,2.5766653,51.0893291,Belgium,Belgium,alien,
242369410,ObsMapp,2022-05-21,Gekweekte druif,Vitis vinifera subsp. vinifera,650,Plantae,,2.561501741,51.07698441,Belgium,Belgium,alien,
242405223,ObsMapp,2022-05-21,Witte abeel + Grauwe abeel,Populus alba + Populus x canescens,651,Plantae,,2.555847,51.076134,Belgium,Belgium,alien,
242369271,ObsMapp,2022-05-21,Mahonie,Berberis spec.,652,Plantae,,2.575623274,51.08911514,Belgium,Belgium,IAS,
242369272,ObsMapp,2022-05-21,Mahonie,Berberis spec.,653,Plantae,,2.575623274,51.08911514,Belgium,Belgium,IAS,
242369273,ObsMapp,2022-05-21,Mahonie,Berberis spec.,654,Plantae,,2.575323343,51.08904266,Belgium,Belgium,IAS,
242369276,ObsMapp,2022-05-21,Mahonie,Berberis spec.,655,Plantae,,2.574653387,51.0891304,Belgium,Belgium,IAS,
242369320,ObsMapp,2022-05-21,Mahonie,Berberis spec.,656,Plantae,,2.572415113,51.09148407,Belgium,Belgium,IAS,
242369283,ObsMapp,2022-05-21,Mahonie,Berberis spec.,657,Plantae,,2.573231697,51.08872986,Belgium,Belgium,IAS,
242369322,ObsMapp,2022-05-21,Mahonie,Berberis spec.,658,Plantae,,2.572360039,51.09175873,Belgium,Belgium,IAS,
242369319,ObsMapp,2022-05-21,Mahonie,Berberis spec.,659,Plantae,,2.572528362,51.09145355,Belgium,Belgium,IAS,
242369270,ObsMapp,2022-05-21,Mahonie,Berberis spec.,660,Plantae,,2.576136589,51.08904648,Belgium,Belgium,IAS,
242369278,ObsMapp,2022-05-21,Mahonie,Berberis spec.,661,Plantae,,2.574364901,51.08908081,Belgium,Belgium,IAS,
242369310,ObsMapp,2022-05-21,Mahonie,Berberis spec.,662,Plantae,,2.572386742,51.09037018,Belgium,Belgium,IAS,
242369279,ObsMapp,2022-05-21,Mahonie,Berberis spec.,663,Plantae,,2.574356556,51.08897018,Belgium,Belgium,IAS,
242369385,ObsMapp,2022-05-21,Mahonie,Berberis spec.,664,Plantae,,2.566999912,51.0796051,Belgium,Belgium,IAS,
242369280,ObsMapp,2022-05-21,Mahonie,Berberis spec.,665,Plantae,,2.574244976,51.08887863,Belgium,Belgium,IAS,
242317946,ObsMapp,2022-05-21,Hoge dravik,Bromus diandrus,666,Plantae,,2.555727,51.076218,Belgium,Belgium,alien,
242353475,ObsMapp,2022-05-21,Bamboe,Bambusoideae spec.,667,Plantae,,2.574398756,51.09241104,Belgium,Belgium,alien,
242365746,ObsMapp,2022-05-21,Hoge fijnstraal,Conyza sumatrensis,668,Plantae,,2.572384357,51.0903511,Belgium,Belgium,alien,
242365701,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,672,Plantae,,2.575344086,51.08905411,Belgium,Belgium,IAS,
242365704,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,673,Plantae,,2.575020552,51.08910751,Belgium,Belgium,IAS,
242365706,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,674,Plantae,,2.574618101,51.08912659,Belgium,Belgium,IAS,
242365707,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,675,Plantae,,2.574485064,51.08904266,Belgium,Belgium,IAS,
242365708,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,676,Plantae,,2.574369669,51.0890007,Belgium,Belgium,IAS,
242365713,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,677,Plantae,,2.574314356,51.08892441,Belgium,Belgium,IAS,
242365716,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,678,Plantae,,2.573247194,51.08916855,Belgium,Belgium,IAS,
242365717,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,679,Plantae,,2.573790073,51.08956146,Belgium,Belgium,IAS,
242365765,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,680,Plantae,,2.573197365,51.09249496,Belgium,Belgium,IAS,
242365718,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,681,Plantae,,2.573745489,51.0893631,Belgium,Belgium,IAS,
242365720,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,682,Plantae,,2.573402643,51.08966827,Belgium,Belgium,IAS,
242348925,ObsIdentify,2022-05-21,Mahonie,Berberis aquifolium,683,Plantae,,2.572971078,51.09150699,Belgium,Belgium,IAS,
242365763,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,684,Plantae,,2.573036194,51.09222794,Belgium,Belgium,IAS,
242365721,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,685,Plantae,,2.573458195,51.08967972,Belgium,Belgium,IAS,
242365762,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,686,Plantae,,2.571792841,51.09155655,Belgium,Belgium,IAS,
242365761,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,687,Plantae,,2.571793556,51.09155655,Belgium,Belgium,IAS,
242365759,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,688,Plantae,,2.5717628,51.09152985,Belgium,Belgium,IAS,
242365722,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,689,Plantae,,2.573458433,51.08967972,Belgium,Belgium,IAS,
242365724,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,690,Plantae,,2.573224068,51.08969879,Belgium,Belgium,IAS,
242365742,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,691,Plantae,,2.572898388,51.09014893,Belgium,Belgium,IAS,
242365726,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,692,Plantae,,2.573304892,51.08971786,Belgium,Belgium,IAS,
242353440,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,694,Plantae,,2.572428703,51.09032822,Belgium,Belgium,IAS,
242353448,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,698,Plantae,,2.572944641,51.09135818,Belgium,Belgium,IAS,
242353450,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,699,Plantae,,2.57289958,51.09141159,Belgium,Belgium,IAS,
242353451,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,700,Plantae,,2.572960377,51.09142303,Belgium,Belgium,IAS,
242353452,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,701,Plantae,,2.572976351,51.09144974,Belgium,Belgium,IAS,
242353453,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,702,Plantae,,2.572906017,51.09151077,Belgium,Belgium,IAS,
242353455,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,703,Plantae,,2.572907925,51.09152985,Belgium,Belgium,IAS,
242353456,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,704,Plantae,,2.572915077,51.09161758,Belgium,Belgium,IAS,
242353463,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,705,Plantae,,2.572427511,51.09174347,Belgium,Belgium,IAS,
242353467,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,707,Plantae,,2.572408915,51.09189606,Belgium,Belgium,IAS,
242365698,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,709,Plantae,,2.576553345,51.08904266,Belgium,Belgium,IAS,
242365700,ObsMapp,2022-05-21,Mahonie,Berberis aquifolium,711,Plantae,,2.576124907,51.08903885,Belgium,Belgium,IAS,
44646,inaturalist,2022-05-22,Common Bream,Abramis brama,57,Actinopterygii,takovata,23.51596545,42.66865157,Bulgaria - Pancharevo Lake,Bulgaria,,
43658,inaturalist,2022-05-21,field maple,Acer campestre,57,Plantae,emikovacheva,23.41570167,42.59820167,Bulgaria - Pancharevo Lake,Bulgaria,,
43646,inaturalist,2022-05-21,tree-of-heaven,Ailanthus altissima,57,Plantae,emikovacheva,23.4129273,42.5901768,Bulgaria - Pancharevo Lake,Bulgaria,,
43753,inaturalist,2022-05-21,tree-of-heaven,Ailanthus altissima,57,Plantae,elena1034,23.4159591,42.5941741,Bulgaria - Pancharevo Lake,Bulgaria,,
43751,inaturalist,2022-05-21,tree-of-heaven,Ailanthus altissima,57,Plantae,vvladimirov,23.42356807,42.59173422,Bulgaria - Pancharevo Lake,Bulgaria,,
43262,inaturalist,2022-05-21,Schneider,Alburnoides bipunctatus,57,Actinopterygii,takovata,23.57643617,42.46284797,Bulgaria - Pancharevo Lake,Bulgaria,,
44640,inaturalist,2022-05-22,Frogs and Toads,Anura,57,Amphibia,takovata,23.34126547,42.58686414,Bulgaria - Pancharevo Lake,Bulgaria,,
44220,inaturalist,2022-05-22,Frogs and Toads,Anura,57,Amphibia,takovata,23.51631045,42.66856159,Bulgaria - Pancharevo Lake,Bulgaria,,
44621,inaturalist,2022-05-21,,Apiaceae,57,Plantae,yoana14,23.42474739,42.58965279,Bulgaria - Pancharevo Lake,Bulgaria,,
43726,inaturalist,2022-05-21,Water Hoglouse,Asellus aquaticus,57,Animalia,saso2,23.42470061,42.58743436,Bulgaria - Pancharevo Lake,Bulgaria,,
43676,inaturalist,2022-05-21,Santa Barbara Milkvetch,Astragalus trichopodus,57,Plantae,teodora35,23.41913847,42.59654769,Bulgaria - Pancharevo Lake,Bulgaria,,
43257,inaturalist,2022-05-21,Romanian barbel,Barbus petenyi,57,Actinopterygii,takovata,23.42544694,42.58637069,Bulgaria - Pancharevo Lake,Bulgaria,,
43211,inaturalist,2022-05-20,Berberis aquifolium,Berberis aquifolium,57,Plantae,vvladimirov,23.40696768,42.60507822,Bulgaria - Pancharevo Lake,Bulgaria,,
43252,inaturalist,2022-05-21,Cream-spotted Ladybird,Calvia quatuordecimguttata,57,Insecta,takovata,23.4212761,42.58790805,Bulgaria - Pancharevo Lake,Bulgaria,,
44248,inaturalist,2022-05-22,Soldatenkäfer,Cantharis rustica,57,Insecta,radoslav_stanchev,23.35153946,43.01929909,Bulgaria - Pancharevo Lake,Bulgaria,,
43268,inaturalist,2022-05-21,Prussian Carp,Carassius gibelio,57,Actinopterygii,takovata,23.42396803,42.58794755,Bulgaria - Pancharevo Lake,Bulgaria,,
43301,inaturalist,2022-05-21,Prussian Carp,Carassius gibelio,57,Actinopterygii,dias13,23.42222963,42.58875102,Bulgaria - Pancharevo Lake,Bulgaria,,
44093,inaturalist,2022-05-22,Prussian Carp,Carassius gibelio,57,Actinopterygii,dias13,23.5162843,42.66856948,Bulgaria - Pancharevo Lake,Bulgaria,,
44196,inaturalist,2022-05-22,European Rose Chafer,Cetonia aurata,57,Insecta,radoslav_stanchev,23.35782379,42.99312322,Bulgaria - Pancharevo Lake,Bulgaria,,
43738,inaturalist,2022-05-21,common dogwood,Cornus sanguinea,57,Plantae,yoana14,23.42467708,42.59014833,Bulgaria - Pancharevo Lake,Bulgaria,,
43214,inaturalist,2022-05-20,Crataegus germanica,Crataegus germanica,57,Plantae,vvladimirov,23.40837223,42.6045046,Bulgaria - Pancharevo Lake,Bulgaria,,
44455,inaturalist,2022-05-22,ゲンゴロウモドキ属,Dytiscus,57,Insecta,takovata,23.35555661,42.56901622,Bulgaria - Pancharevo Lake,Bulgaria,,
43723,inaturalist,2022-05-21,Ecdyonurus,Ecdyonurus,57,Insecta,saso2,23.42470296,42.58742276,Bulgaria - Pancharevo Lake,Bulgaria,,
43702,inaturalist,2022-05-21,Элодея канадская,Elodea canadensis,57,Plantae,konstantin22,23.42422993,42.58799282,Bulgaria - Pancharevo Lake,Bulgaria,,
43210,inaturalist,2022-05-20,Elodea nuttallii,Elodea nuttallii,57,Plantae,vvladimirov,23.40524815,42.60465148,Bulgaria - Pancharevo Lake,Bulgaria,,
43266,inaturalist,2022-05-21,Mayflies,Ephemeroptera,57,Insecta,takovata,23.42358649,42.58786979,Bulgaria - Pancharevo Lake,Bulgaria,,
43261,inaturalist,2022-05-21,Northern Pike,Esox lucius,57,Actinopterygii,takovata,23.42553612,42.58684933,Bulgaria - Pancharevo Lake,Bulgaria,,
44619,inaturalist,2022-05-21,,Euphorbia,57,Plantae,yoana14,23.41540402,42.59808941,Bulgaria - Pancharevo Lake,Bulgaria,,
44643,inaturalist,2022-05-22,Eurasian Coot,Fulica atra,57,Aves,takovata,23.51600636,42.66842181,Bulgaria - Pancharevo Lake,Bulgaria,,
43294,inaturalist,2022-05-21,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,dias13,23.4227825,42.58843704,Bulgaria - Pancharevo Lake,Bulgaria,,
43298,inaturalist,2022-05-21,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,dias13,23.42329446,42.5884205,Bulgaria - Pancharevo Lake,Bulgaria,,
43629,inaturalist,2022-05-21,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,marinaeco,23.4215422,42.58805276,Bulgaria - Pancharevo Lake,Bulgaria,,
43645,inaturalist,2022-05-21,,Gambusia holbrooki,57,Actinopterygii,rtomov,23.42143038,42.58794422,Bulgaria - Pancharevo Lake,Bulgaria,,
43688,inaturalist,2022-05-21,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,saso2,23.4241749,42.58785473,Bulgaria - Pancharevo Lake,Bulgaria,,
43269,inaturalist,2022-05-21,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,takovata,23.4238242,42.58796581,Bulgaria - Pancharevo Lake,Bulgaria,,
44642,inaturalist,2022-05-22,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,takovata,23.51587594,42.66846889,Bulgaria - Pancharevo Lake,Bulgaria,,
44092,inaturalist,2022-05-22,Eastern Mosquitofish,Gambusia holbrooki,57,Actinopterygii,dias13,23.5157264,42.66862248,Bulgaria - Pancharevo Lake,Bulgaria,,
43705,inaturalist,2022-05-21,Gammarus balcanicus,Gammarus balcanicus,57,Animalia,konstantin22,23.4211245,42.5843384,Bulgaria - Pancharevo Lake,Bulgaria,,
43704,inaturalist,2022-05-21,Gammarus balcanicus,Gammarus balcanicus,57,Animalia,konstantin22,23.4211245,42.5843384,Bulgaria - Pancharevo Lake,Bulgaria,,
43770,inaturalist,2022-05-21,Gammarus balcanicus,Gammarus balcanicus,57,Animalia,saso2,23.42522921,42.58583655,Bulgaria - Pancharevo Lake,Bulgaria,,
43259,inaturalist,2022-05-21,Gudgeon,Gobio gobio,57,Actinopterygii,takovata,23.42529908,42.58700262,Bulgaria - Pancharevo Lake,Bulgaria,,
43694,inaturalist,2022-05-21,Ilyocoris cimicoides,Ilyocoris cimicoides,57,Insecta,saso2,23.42417825,42.58785572,Bulgaria - Pancharevo Lake,Bulgaria,,
43249,inaturalist,2022-05-20,,Laburnum anagyroides,57,Plantae,valentin201,23.40674121,42.6052787,Bulgaria - Pancharevo Lake,Bulgaria,,
43248,inaturalist,2022-05-20,Common Laburnum,Laburnum anagyroides,57,Plantae,aleksandar27,23.40685562,42.60526135,Bulgaria - Pancharevo Lake,Bulgaria,,
43229,inaturalist,2022-05-20,Laburnum anagyroides,Laburnum anagyroides,57,Plantae,vvladimirov,23.4067858,42.6051799,Bulgaria - Pancharevo Lake,Bulgaria,,
43695,inaturalist,2022-05-21,Laburnum anagyroides,Laburnum anagyroides,57,Plantae,vvladimirov,23.4160024,42.59767137,Bulgaria - Pancharevo Lake,Bulgaria,,
43761,inaturalist,2022-05-21,Common Laburnum,Laburnum anagyroides,57,Plantae,elena1034,23.4150011,42.5940901,Bulgaria - Pancharevo Lake,Bulgaria,,
43789,inaturalist,2022-05-21,Common Laburnum,Laburnum anagyroides,57,Plantae,anton246,23.42482795,42.58994123,Bulgaria - Pancharevo Lake,Bulgaria,,
43788,inaturalist,2022-05-21,Common Laburnum,Laburnum anagyroides,57,Plantae,dido32,23.42466499,42.58982867,Bulgaria - Pancharevo Lake,Bulgaria,,
43267,inaturalist,2022-05-21,Pumpkinseed,Lepomis gibbosus,57,Actinopterygii,takovata,23.42392243,42.58789497,Bulgaria - Pancharevo Lake,Bulgaria,,
43293,inaturalist,2022-05-21,Pumpkinseed,Lepomis gibbosus,57,Actinopterygii,dias13,23.42239056,42.58743806,Bulgaria - Pancharevo Lake,Bulgaria,,
43295,inaturalist,2022-05-21,Pumpkinseed,Lepomis gibbosus,57,Actinopterygii,dias13,23.42324819,42.5884558,Bulgaria - Pancharevo Lake,Bulgaria,,
43644,inaturalist,2022-05-21,Pumpkinseed,Lepomis gibbosus,57,Actinopterygii,rtomov,23.42142489,42.58819706,Bulgaria - Pancharevo Lake,Bulgaria,,
43684,inaturalist,2022-05-21,Pumpkinseed,Lepomis gibbosus,57,Actinopterygii,saso2,23.42423759,42.58793718,Bulgaria - Pancharevo Lake,Bulgaria,,
43265,inaturalist,2022-05-21,Nèpe,Nepa cinerea,57,Insecta,takovata,23.42387918,42.58795224,Bulgaria - Pancharevo Lake,Bulgaria,,
43701,inaturalist,2022-05-21,Engelmann's Pricklypear,Opuntia engelmannii,57,Plantae,anton246,23.417272,42.596797,Bulgaria - Pancharevo Lake,Bulgaria,,
43699,inaturalist,2022-05-21,Opuntia engelmannii,Opuntia engelmannii,57,Plantae,vvladimirov,23.41736908,42.59694173,Bulgaria - Pancharevo Lake,Bulgaria,,
43641,inaturalist,2022-05-21,Virginia creeper,Parthenocissus quinquefolia,57,Plantae,emikovacheva,23.423445,42.59245167,Bulgaria - Pancharevo Lake,Bulgaria,,
44641,inaturalist,2022-05-22,European Perch,Perca fluviatilis,57,Actinopterygii,takovata,23.51591315,42.66863628,Bulgaria - Pancharevo Lake,Bulgaria,,
44636,inaturalist,2022-05-22,Acute Bladder Snail,Physa acuta,57,Mollusca,takovata,23.51609353,42.66848344,Bulgaria - Pancharevo Lake,Bulgaria,,
44091,inaturalist,2022-05-22,Acute Bladder Snail,Physa acuta,57,Mollusca,dias13,23.51629972,42.66856553,Bulgaria - Pancharevo Lake,Bulgaria,,
43659,inaturalist,2022-05-21,Източен платикладус,Platycladus orientalis,57,Plantae,emikovacheva,23.41967833,42.595855,Bulgaria - Pancharevo Lake,Bulgaria,,
44351,inaturalist,2022-05-22,Pond Frogs,Rana,57,Amphibia,takovata,23.34125374,42.58690117,Bulgaria - Pancharevo Lake,Bulgaria,,
44354,inaturalist,2022-05-22,European Common Frog,Rana temporaria,57,Amphibia,takovata,23.34125374,42.58690117,Bulgaria - Pancharevo Lake,Bulgaria,,
43152,inaturalist,2022-05-20,Reynoutria × bohemica,Reynoutria × bohemica,57,Plantae,vvladimirov,23.01171912,42.81083462,Bulgaria - Pancharevo Lake,Bulgaria,,
43263,inaturalist,2022-05-21,European Bitterling,Rhodeus amarus,57,Actinopterygii,takovata,23.42534702,42.58659557,Bulgaria - Pancharevo Lake,Bulgaria,,
42529,inaturalist,2022-05-20,Fehér akác,Robinia pseudoacacia,57,Plantae,valentin201,23.40664455,42.60531282,Bulgaria - Pancharevo Lake,Bulgaria,,
43157,inaturalist,2022-05-20,black locust,Robinia pseudoacacia,57,Plantae,vvladimirov,23.0258501,42.82772747,Bulgaria - Pancharevo Lake,Bulgaria,,
43227,inaturalist,2022-05-20,black locust,Robinia pseudoacacia,57,Plantae,vvladimirov,23.41924597,42.5994313,Bulgaria - Pancharevo Lake,Bulgaria,,
42530,inaturalist,2022-05-20,black locust,Robinia pseudoacacia,57,Plantae,aleksandar27,23.40665756,42.60527907,Bulgaria - Pancharevo Lake,Bulgaria,,
43660,inaturalist,2022-05-21,Бял салкъм,Robinia pseudoacacia,57,Plantae,emikovacheva,23.4227734,42.5877614,Bulgaria - Pancharevo Lake,Bulgaria,,
43693,inaturalist,2022-05-21,black locust,Robinia pseudoacacia,57,Plantae,vvladimirov,23.41588132,42.59765462,Bulgaria - Pancharevo Lake,Bulgaria,,
43787,inaturalist,2022-05-21,Robinia pseudoacacia,Robinia pseudoacacia,57,Plantae,radoslav_stanchev,23.42608642,42.58782417,Bulgaria - Pancharevo Lake,Bulgaria,,
43799,inaturalist,2022-05-21,black locust,Robinia pseudoacacia,57,Plantae,anton246,23.4224814,42.5835631,Bulgaria - Pancharevo Lake,Bulgaria,,
43797,inaturalist,2022-05-21,Бял салкъм,Robinia pseudoacacia,57,Plantae,dido32,23.42605437,42.58780314,Bulgaria - Pancharevo Lake,Bulgaria,,
43794,inaturalist,2022-05-21,Бял салкъм,Robinia pseudoacacia,57,Plantae,elena1034,23.4251156,42.584349,Bulgaria - Pancharevo Lake,Bulgaria,,
43792,inaturalist,2022-05-21,Robinia pseudoacacia,Robinia pseudoacacia,57,Plantae,vvladimirov,23.4250553,42.5893274,Bulgaria - Pancharevo Lake,Bulgaria,,
43708,inaturalist,2022-05-21,black locust,Robinia pseudoacacia,57,Plantae,anton246,23.41789581,42.5964632,Bulgaria - Pancharevo Lake,Bulgaria,,
44645,inaturalist,2022-05-22,Common Roach,Rutilus rutilus,57,Actinopterygii,takovata,23.51586655,42.66863012,Bulgaria - Pancharevo Lake,Bulgaria,,
43258,inaturalist,2022-05-21,Balkan Golden Loach,Sabanejewia balcanica,57,Actinopterygii,takovata,23.42580032,42.58646548,Bulgaria - Pancharevo Lake,Bulgaria,,
